driver_id,carno,initials,name,season_x,accidents,failures,race_id,team,teamcolor,enginemanufacturer,gridposition,status,resultposition,completedlaps,speedtrap,date,season_y,location,availablecompounds,comment,nolaps,nolapsplanned,tracklength
7,27,HUL,Nico Hulkenberg,2017,1.0,5.0,9,ForceIndia,#F596C8,Mercedes,4,F,8,52,312.9,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
7,27,HUL,Nico Hulkenberg,2018,4.0,3.0,9,ForceIndia,#F596C8,Mercedes,4,F,8,52,312.9,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
7,27,HUL,Nico Hulkenberg,2019,1.0,0.0,9,ForceIndia,#F596C8,Mercedes,4,F,8,52,312.9,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
8,26,KVY,Daniil Kvyat,2014,0.0,5.0,9,ToroRosso,#469BFF,Renault,9,F,9,52,322.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
8,26,KVY,Daniil Kvyat,2015,1.0,1.0,9,ToroRosso,#469BFF,Renault,9,F,9,52,322.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
8,26,KVY,Daniil Kvyat,2016,1.0,5.0,9,ToroRosso,#469BFF,Renault,9,F,9,52,322.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
8,26,KVY,Daniil Kvyat,2017,1.0,3.0,9,ToroRosso,#469BFF,Renault,9,F,9,52,322.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
8,26,KVY,Daniil Kvyat,2018,Null,Null,9,ToroRosso,#469BFF,Renault,9,F,9,52,322.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
8,26,KVY,Daniil Kvyat,2019,1.0,1.0,9,ToroRosso,#469BFF,Renault,9,F,9,52,322.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
9,19,MAS,Felipe Massa,2014,3.0,0.0,9,Williams,#192c4e,Mercedes,15,DNF,21,0,127.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
9,19,MAS,Felipe Massa,2015,0.0,2.0,9,Williams,#192c4e,Mercedes,15,DNF,21,0,127.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
9,19,MAS,Felipe Massa,2016,0.0,2.0,9,Williams,#192c4e,Mercedes,15,DNF,21,0,127.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
9,19,MAS,Felipe Massa,2017,1.0,1.0,9,Williams,#192c4e,Mercedes,15,DNF,21,0,127.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
9,19,MAS,Felipe Massa,2018,Null,Null,9,Williams,#192c4e,Mercedes,15,DNF,21,0,127.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
9,19,MAS,Felipe Massa,2019,Null,Null,9,Williams,#192c4e,Mercedes,15,DNF,21,0,127.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
10,22,BUT,Jenson Button,2014,0.0,0.0,9,McLaren,#FF8700,Mercedes,3,F,4,52,308.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
10,22,BUT,Jenson Button,2015,1.0,4.0,9,McLaren,#FF8700,Mercedes,3,F,4,52,308.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
10,22,BUT,Jenson Button,2016,1.0,5.0,9,McLaren,#FF8700,Mercedes,3,F,4,52,308.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
10,22,BUT,Jenson Button,2017,1.0,0.0,9,McLaren,#FF8700,Mercedes,3,F,4,52,308.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
10,22,BUT,Jenson Button,2018,Null,Null,9,McLaren,#FF8700,Mercedes,3,F,4,52,308.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
10,22,BUT,Jenson Button,2019,Null,Null,9,McLaren,#FF8700,Mercedes,3,F,4,52,308.0,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
11,7,RAI,Kimi Raikkonen,2014,1.0,0.0,9,Ferrari,#DC0000,Ferrari,18,DNF,22,0,Null,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
11,7,RAI,Kimi Raikkonen,2015,2.0,3.0,9,Ferrari,#DC0000,Ferrari,18,DNF,22,0,Null,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
11,7,RAI,Kimi Raikkonen,2016,1.0,2.0,9,Ferrari,#DC0000,Ferrari,18,DNF,22,0,Null,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
11,7,RAI,Kimi Raikkonen,2017,2.0,0.0,9,Ferrari,#DC0000,Ferrari,18,DNF,22,0,Null,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
11,7,RAI,Kimi Raikkonen,2018,0.0,4.0,9,Ferrari,#DC0000,Ferrari,18,DNF,22,0,Null,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
11,7,RAI,Kimi Raikkonen,2019,1.0,1.0,9,Ferrari,#DC0000,Ferrari,18,DNF,22,0,Null,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
12,5,VET,Sebastian Vettel,2014,0.0,3.0,9,RedBull,#1E41FF,Renault,2,F,5,52,320.1,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
12,5,VET,Sebastian Vettel,2015,1.0,0.0,9,RedBull,#1E41FF,Renault,2,F,5,52,320.1,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
12,5,VET,Sebastian Vettel,2016,2.0,1.0,9,RedBull,#1E41FF,Renault,2,F,5,52,320.1,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
12,5,VET,Sebastian Vettel,2017,1.0,1.0,9,RedBull,#1E41FF,Renault,2,F,5,52,320.1,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
12,5,VET,Sebastian Vettel,2018,1.0,0.0,9,RedBull,#1E41FF,Renault,2,F,5,52,320.1,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
12,5,VET,Sebastian Vettel,2019,0.0,2.0,9,RedBull,#1E41FF,Renault,2,F,5,52,320.1,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
13,99,SUT,Adrian Sutil,2014,4.0,3.0,9,Sauber,#9B0000,Ferrari,13,F,13,51,317.4,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
13,99,SUT,Adrian Sutil,2015,Null,Null,9,Sauber,#9B0000,Ferrari,13,F,13,51,317.4,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
13,99,SUT,Adrian Sutil,2016,Null,Null,9,Sauber,#9B0000,Ferrari,13,F,13,51,317.4,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
13,99,SUT,Adrian Sutil,2017,Null,Null,9,Sauber,#9B0000,Ferrari,13,F,13,51,317.4,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
13,99,SUT,Adrian Sutil,2018,Null,Null,9,Sauber,#9B0000,Ferrari,13,F,13,51,317.4,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
13,99,SUT,Adrian Sutil,2019,Null,Null,9,Sauber,#9B0000,Ferrari,13,F,13,51,317.4,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
14,10,KOB,Kamui Kobayashi,2014,1.0,5.0,9,Caterham,#006400,Renault,22,F,15,50,313.1,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
14,10,KOB,Kamui Kobayashi,2015,Null,Null,9,Caterham,#006400,Renault,22,F,15,50,313.1,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
14,10,KOB,Kamui Kobayashi,2016,Null,Null,9,Caterham,#006400,Renault,22,F,15,50,313.1,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
14,10,KOB,Kamui Kobayashi,2017,Null,Null,9,Caterham,#006400,Renault,22,F,15,50,313.1,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
14,10,KOB,Kamui Kobayashi,2018,Null,Null,9,Caterham,#006400,Renault,22,F,15,50,313.1,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
14,10,KOB,Kamui Kobayashi,2019,Null,Null,9,Caterham,#006400,Renault,22,F,15,50,313.1,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
15,77,BOT,Valtteri Bottas,2014,0.0,1.0,9,Williams,#192c4e,Mercedes,14,F,2,52,329.5,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
15,77,BOT,Valtteri Bottas,2015,0.0,1.0,9,Williams,#192c4e,Mercedes,14,F,2,52,329.5,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
15,77,BOT,Valtteri Bottas,2016,0.0,2.0,9,Williams,#192c4e,Mercedes,14,F,2,52,329.5,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
15,77,BOT,Valtteri Bottas,2017,0.0,1.0,9,Williams,#192c4e,Mercedes,14,F,2,52,329.5,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
15,77,BOT,Valtteri Bottas,2018,0.0,1.0,9,Williams,#192c4e,Mercedes,14,F,2,52,329.5,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
15,77,BOT,Valtteri Bottas,2019,1.0,0.0,9,Williams,#192c4e,Mercedes,14,F,2,52,329.5,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
16,11,PER,Sergio Perez,2014,3.0,0.0,9,ForceIndia,#F596C8,Mercedes,7,F,11,51,321.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
16,11,PER,Sergio Perez,2015,0.0,1.0,9,ForceIndia,#F596C8,Mercedes,7,F,11,51,321.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
16,11,PER,Sergio Perez,2016,0.0,0.0,9,ForceIndia,#F596C8,Mercedes,7,F,11,51,321.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
16,11,PER,Sergio Perez,2017,0.0,1.0,9,ForceIndia,#F596C8,Mercedes,7,F,11,51,321.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
16,11,PER,Sergio Perez,2018,0.0,2.0,9,ForceIndia,#F596C8,Mercedes,7,F,11,51,321.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
16,11,PER,Sergio Perez,2019,1.0,1.0,9,ForceIndia,#F596C8,Mercedes,7,F,11,51,321.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
17,4,CHI,Max Chilton,2014,2.0,1.0,9,Marussia,#6E0000,Ferrari,17,F,16,50,306.7,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
17,4,CHI,Max Chilton,2015,Null,Null,9,Marussia,#6E0000,Ferrari,17,F,16,50,306.7,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
17,4,CHI,Max Chilton,2016,Null,Null,9,Marussia,#6E0000,Ferrari,17,F,16,50,306.7,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
17,4,CHI,Max Chilton,2017,Null,Null,9,Marussia,#6E0000,Ferrari,17,F,16,50,306.7,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
17,4,CHI,Max Chilton,2018,Null,Null,9,Marussia,#6E0000,Ferrari,17,F,16,50,306.7,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
17,4,CHI,Max Chilton,2019,Null,Null,9,Marussia,#6E0000,Ferrari,17,F,16,50,306.7,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
18,17,BIA,Jules Bianchi,2014,1.0,1.0,9,Marussia,#6E0000,Ferrari,12,F,14,51,314.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
18,17,BIA,Jules Bianchi,2015,Null,Null,9,Marussia,#6E0000,Ferrari,12,F,14,51,314.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
18,17,BIA,Jules Bianchi,2016,Null,Null,9,Marussia,#6E0000,Ferrari,12,F,14,51,314.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
18,17,BIA,Jules Bianchi,2017,Null,Null,9,Marussia,#6E0000,Ferrari,12,F,14,51,314.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
18,17,BIA,Jules Bianchi,2018,Null,Null,9,Marussia,#6E0000,Ferrari,12,F,14,51,314.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
18,17,BIA,Jules Bianchi,2019,Null,Null,9,Marussia,#6E0000,Ferrari,12,F,14,51,314.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
19,9,ERI,Marcus Ericsson,2014,1.0,4.0,9,Caterham,#006400,Renault,21,DNF,19,11,307.9,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
19,9,ERI,Marcus Ericsson,2015,2.0,1.0,9,Caterham,#006400,Renault,21,DNF,19,11,307.9,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
19,9,ERI,Marcus Ericsson,2016,1.0,3.0,9,Caterham,#006400,Renault,21,DNF,19,11,307.9,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
19,9,ERI,Marcus Ericsson,2017,3.0,2.0,9,Caterham,#006400,Renault,21,DNF,19,11,307.9,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
19,9,ERI,Marcus Ericsson,2018,1.0,3.0,9,Caterham,#006400,Renault,21,DNF,19,11,307.9,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
19,9,ERI,Marcus Ericsson,2019,Null,Null,9,Caterham,#006400,Renault,21,DNF,19,11,307.9,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
20,21,GUT,Esteban Gutierrez,2014,3.0,3.0,9,Sauber,#9B0000,Ferrari,19,DNF,20,9,323.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
20,21,GUT,Esteban Gutierrez,2015,Null,Null,9,Sauber,#9B0000,Ferrari,19,DNF,20,9,323.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
20,21,GUT,Esteban Gutierrez,2016,1.0,3.0,9,Sauber,#9B0000,Ferrari,19,DNF,20,9,323.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
20,21,GUT,Esteban Gutierrez,2017,Null,Null,9,Sauber,#9B0000,Ferrari,19,DNF,20,9,323.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
20,21,GUT,Esteban Gutierrez,2018,Null,Null,9,Sauber,#9B0000,Ferrari,19,DNF,20,9,323.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
20,21,GUT,Esteban Gutierrez,2019,Null,Null,9,Sauber,#9B0000,Ferrari,19,DNF,20,9,323.8,2014-07-06,2014,Silverstone,"A1,A2,I,W","RAI crashed into barrier in lap 1, race was interrupted for 1 hour (at 116s t_race) to repair the barrier between lap 1/2, cars standing in grid in the meanwhile, restart behind SC in lap 2",52,52,5891
