season,date,race_id,location,circuitName,weather,lat,long,driver_id,name,team,enginemanufacturer,resultposition,gridposition,status,completedlaps,comment,nolaps,tracklength
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,7,Nico Hulkenberg,ForceIndia,Mercedes,8,7,F,69,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,9,Felipe Massa,Williams,Mercedes,6,15,F,70,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,10,Jenson Button,McLaren,Honda,19,20,DNF,54,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,11,Kimi Raikkonen,Ferrari,Ferrari,4,3,F,70,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,12,Sebastian Vettel,Ferrari,Ferrari,5,18,F,70,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,16,Sergio Perez,ForceIndia,Mercedes,11,10,F,69,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,19,Marcus Ericsson,Sauber,Ferrari,14,12,F,69,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,21,Pastor Maldonado,LotusF1,Mercedes,7,6,F,70,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,22,Romain Grosjean,LotusF1,Mercedes,10,5,F,69,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,25,Carlos Sainz Jnr,ToroRosso,Renault,12,11,F,69,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,26,Felipe Nasr,Sauber,Ferrari,16,14,F,68,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,27,Max Verstappen,ToroRosso,Renault,15,19,F,69,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,5,Fernando Alonso,McLaren,Honda,20,13,DNF,44,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,8,Daniil Kvyat,RedBull,Renault,9,8,F,69,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,15,Valtteri Bottas,Williams,Mercedes,3,4,F,70,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,28,Roberto Merhi,ManorMarussia,Ferrari,18,16,DNF,57,,70,4361
2015,2015-06-07,26,Montreal,Circuit Gilles Villeneuve,sunny 20.5°c  (69.0°f) air temperature 39°c  (102°f) track temperature 4m/s  (13ft/s) wind from the north dry clouded 20°c,45.5,-73.5228,24,Will Stevens,ManorMarussia,Ferrari,17,17,F,66,,70,4361
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,1,Lewis Hamilton,Mercedes,Mercedes,1,1,F,52,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,2,Daniel Ricciardo,RedBull,Renault,15,10,DNF,21,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,3,Nico Rosberg,Mercedes,Mercedes,2,2,F,52,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,7,Nico Hulkenberg,ForceIndia,Mercedes,7,9,F,52,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,9,Felipe Massa,Williams,Mercedes,4,3,F,52,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,10,Jenson Button,McLaren,Honda,19,18,DNF,0,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,11,Kimi Raikkonen,Ferrari,Ferrari,8,5,F,51,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,12,Sebastian Vettel,Ferrari,Ferrari,3,6,F,52,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,16,Sergio Perez,ForceIndia,Mercedes,9,11,F,51,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,19,Marcus Ericsson,Sauber,Ferrari,11,15,F,51,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,21,Pastor Maldonado,LotusF1,Mercedes,18,14,DNF,0,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,22,Romain Grosjean,LotusF1,Mercedes,17,12,DNF,0,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,25,Carlos Sainz Jnr,ToroRosso,Renault,14,8,DNF,31,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,27,Max Verstappen,ToroRosso,Renault,16,13,DNF,3,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,5,Fernando Alonso,McLaren,Honda,10,17,F,51,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,8,Daniil Kvyat,RedBull,Renault,6,7,F,52,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,15,Valtteri Bottas,Williams,Mercedes,5,4,F,52,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,28,Roberto Merhi,ManorMarussia,Ferrari,12,20,F,49,Rain in the end,52,5891
2015,2015-07-05,28,Silverstone,Silverstone Circuit,"cloudy , rain at times 18.5°c  (65.5°f) air temperature 28.0°c  (82.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the east dry clouded 22°c",52.0786,-1.01694,24,Will Stevens,ManorMarussia,Ferrari,13,19,F,49,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,1,Lewis Hamilton,Mercedes,Mercedes,6,1,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,2,Daniel Ricciardo,RedBull,Renault,3,4,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,3,Nico Rosberg,Mercedes,Mercedes,8,2,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,7,Nico Hulkenberg,ForceIndia,Mercedes,20,11,DNF,41,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,9,Felipe Massa,Williams,Mercedes,12,8,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,10,Jenson Button,McLaren,Honda,9,16,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,11,Kimi Raikkonen,Ferrari,Ferrari,18,5,DNF,55,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,12,Sebastian Vettel,Ferrari,Ferrari,1,3,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,16,Sergio Perez,ForceIndia,Mercedes,19,13,DNF,53,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,19,Marcus Ericsson,Sauber,Ferrari,10,17,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,21,Pastor Maldonado,LotusF1,Mercedes,14,14,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,22,Romain Grosjean,LotusF1,Mercedes,7,10,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,25,Carlos Sainz Jnr,ToroRosso,Renault,17,12,DNF,60,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,26,Felipe Nasr,Sauber,Ferrari,11,18,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,27,Max Verstappen,ToroRosso,Renault,4,9,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,5,Fernando Alonso,McLaren,Honda,5,15,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,8,Daniil Kvyat,RedBull,Renault,2,7,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,15,Valtteri Bottas,Williams,Mercedes,13,6,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,28,Roberto Merhi,ManorMarussia,Ferrari,15,19,F,67,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-07-26,29,Budapest,Hungaroring,sunny 23.0°c  (73.5°f) air temperature 44.5°c  (112.0°f) track temperature 3.2m/s  (10ft/s) wind from the east dry clear 26°c,47.5789,19.2486,24,Will Stevens,ManorMarussia,Ferrari,16,20,F,65,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,1,Lewis Hamilton,Mercedes,Mercedes,1,1,F,43,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,2,Daniel Ricciardo,RedBull,Renault,18,5,DNF,19,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,3,Nico Rosberg,Mercedes,Mercedes,2,2,F,43,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,9,Felipe Massa,Williams,Mercedes,6,6,F,43,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,10,Jenson Button,McLaren,Honda,14,19,F,42,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,11,Kimi Raikkonen,Ferrari,Ferrari,7,16,F,43,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,12,Sebastian Vettel,Ferrari,Ferrari,12,8,DNF,42,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,16,Sergio Perez,ForceIndia,Mercedes,5,4,F,43,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,19,Marcus Ericsson,Sauber,Ferrari,10,13,F,43,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,21,Pastor Maldonado,LotusF1,Mercedes,19,7,DNF,2,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,22,Romain Grosjean,LotusF1,Mercedes,3,9,F,43,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,25,Carlos Sainz Jnr,ToroRosso,Renault,17,10,DNF,32,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,26,Felipe Nasr,Sauber,Ferrari,11,14,F,43,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,27,Max Verstappen,ToroRosso,Renault,8,18,F,43,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,5,Fernando Alonso,McLaren,Honda,13,20,F,42,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,8,Daniil Kvyat,RedBull,Renault,4,12,F,43,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,15,Valtteri Bottas,Williams,Mercedes,9,3,F,43,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,28,Roberto Merhi,ManorMarussia,Ferrari,15,17,F,42,,43,7004
2015,2015-08-23,30,Spa,Circuit de Spa-Francorchamps,cloudy 23°c  (73°f) air temperature 35.0°c  (95.0°f) track temperature 3.5m/s  (11ft/s) wind from the northwest dry clear sky 23°c,50.4372,5.97139,24,Will Stevens,ManorMarussia,Ferrari,16,15,F,42,,43,7004
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,1,Lewis Hamilton,Mercedes,Mercedes,1,1,F,53,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,2,Daniel Ricciardo,RedBull,Renault,8,19,F,52,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,3,Nico Rosberg,Mercedes,Mercedes,17,4,F,50,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,7,Nico Hulkenberg,ForceIndia,Mercedes,7,9,F,52,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,9,Felipe Massa,Williams,Mercedes,3,5,F,53,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,10,Jenson Button,McLaren,Honda,14,15,F,52,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,11,Kimi Raikkonen,Ferrari,Ferrari,5,2,F,53,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,12,Sebastian Vettel,Ferrari,Ferrari,2,3,F,53,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,16,Sergio Perez,ForceIndia,Mercedes,6,7,F,53,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,19,Marcus Ericsson,Sauber,Ferrari,9,12,F,52,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,21,Pastor Maldonado,LotusF1,Mercedes,20,10,DNF,1,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,22,Romain Grosjean,LotusF1,Mercedes,19,8,DNF,1,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,25,Carlos Sainz Jnr,ToroRosso,Renault,11,17,F,52,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,26,Felipe Nasr,Sauber,Ferrari,13,11,F,52,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,27,Max Verstappen,ToroRosso,Renault,12,20,F,52,,53,5793
2015,2015-09-06,31,Monza,Autodromo Nazionale di Monza,partly cloudy 22.5°c  (72.5°f) air temperature 38.5°c  (101.0°f) track temperature 1.5m/s  (4.9ft/s) wind from changing directions dry clear sky 22°c,45.6156,9.28111,5,Fernando Alonso,McLaren,Honda,18,16,F,47,,53,5793
