,weather,circuitName,lat,long,location,country,driver_id,carno,initials,name,race_id,team,teamcolor,enginemanufacturer,gridposition,status,resultposition,completedlaps,speedtrap,date,season,availablecompounds,comment,nolaps,nolapsplanned,tracklength,"accidents per driver, per season","failures per driver, per season"
3310,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,7,27,HUL,Nico Hulkenberg,7,ForceIndia,#F596C8,Mercedes,11,F,5,70,338.5,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,1.0,1.0
3311,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,8,26,KVY,Daniil Kvyat,7,ToroRosso,#469BFF,Renault,15,DNF,16,47,334.1,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,0.0,5.0
3312,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,9,19,MAS,Felipe Massa,7,Williams,#192c4e,Mercedes,5,DNF,12,69,347.1,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,3.0,0.0
3313,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,10,22,BUT,Jenson Button,7,McLaren,#FF8700,Mercedes,9,F,4,70,335.0,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,0.0,0.0
3314,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,11,7,RAI,Kimi Raikkonen,7,Ferrari,#DC0000,Ferrari,10,F,10,70,329.7,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,1.0,0.0
3315,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,12,5,VET,Sebastian Vettel,7,RedBull,#1E41FF,Renault,3,F,3,70,334.5,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,0.0,3.0
3316,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,13,99,SUT,Adrian Sutil,7,Sauber,#9B0000,Ferrari,16,F,13,69,323.0,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,4.0,3.0
3317,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,14,10,KOB,Kamui Kobayashi,7,Caterham,#006400,Renault,21,DNF,18,23,312.4,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,1.0,5.0
3318,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,15,77,BOT,Valtteri Bottas,7,Williams,#192c4e,Mercedes,4,F,7,70,341.9,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,0.0,1.0
3319,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,16,11,PER,Sergio Perez,7,ForceIndia,#F596C8,Mercedes,13,DNF,11,69,335.8,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,3.0,0.0
3320,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,17,4,CHI,Max Chilton,7,Marussia,#6E0000,Ferrari,18,DNF,21,0,,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,2.0,1.0
3321,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,18,17,BIA,Jules Bianchi,7,Marussia,#6E0000,Ferrari,19,DNF,22,0,,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,1.0,1.0
3322,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,19,9,ERI,Marcus Ericsson,7,Caterham,#006400,Renault,20,DNF,20,7,259.3,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,1.0,4.0
3323,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,20,21,GUT,Esteban Gutierrez,7,Sauber,#9B0000,Ferrari,22,DNF,14,64,324.9,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,3.0,3.0
3324,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,21,13,MAL,Pastor Maldonado,7,LotusF1,#E2B007,Renault,17,DNF,19,21,317.3,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,0.0,6.0
3325,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,22,8,GRO,Romain Grosjean,7,LotusF1,#E2B007,Renault,14,DNF,15,59,326.4,2014-06-08,2014,"A3,A4,I,W",Race finished behind SC,70,70,4361,1.0,5.0
3326,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,1,44,HAM,Lewis Hamilton,26,Mercedes,#00D2BE,Mercedes,1,F,1,70,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,0.0,1.0
3327,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,2,3,RIC,Daniel Ricciardo,26,RedBull,#1E41FF,Renault,9,F,13,69,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,0.0,2.0
3328,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,3,6,ROS,Nico Rosberg,26,Mercedes,#00D2BE,Mercedes,2,F,2,70,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,0.0,1.0
3329,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,7,27,HUL,Nico Hulkenberg,26,ForceIndia,#F596C8,Mercedes,7,F,8,69,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,3.0,3.0
3330,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,9,19,MAS,Felipe Massa,26,Williams,#192c4e,Mercedes,15,F,6,70,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,0.0,2.0
3331,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,10,22,BUT,Jenson Button,26,McLaren,#FF8700,Honda,20,DNF,19,54,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,1.0,4.0
3332,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,11,7,RAI,Kimi Raikkonen,26,Ferrari,#DC0000,Ferrari,3,F,4,70,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,2.0,3.0
3333,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,12,5,VET,Sebastian Vettel,26,Ferrari,#DC0000,Ferrari,18,F,5,70,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,1.0,0.0
3334,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,16,11,PER,Sergio Perez,26,ForceIndia,#F596C8,Mercedes,10,F,11,69,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,0.0,1.0
3335,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,19,9,ERI,Marcus Ericsson,26,Sauber,#9B0000,Ferrari,12,F,14,69,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,2.0,1.0
3336,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,21,13,MAL,Pastor Maldonado,26,LotusF1,#E2B007,Mercedes,6,F,7,70,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,5.0,4.0
3337,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,22,8,GRO,Romain Grosjean,26,LotusF1,#E2B007,Mercedes,5,F,10,69,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,3.0,3.0
3338,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,25,55,SAI,Carlos Sainz Jnr,26,ToroRosso,#469BFF,Renault,11,F,12,69,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,0.0,7.0
3339,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,26,12,NAS,Felipe Nasr,26,Sauber,#9B0000,Ferrari,14,F,16,68,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,0.0,1.0
3340,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,27,33,VER,Max Verstappen,26,ToroRosso,#469BFF,Renault,19,F,15,69,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,2.0,2.0
3341,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,5,14,ALO,Fernando Alonso,26,McLaren,#FF8700,Honda,13,DNF,20,44,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,1.0,6.0
3342,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,8,26,KVY,Daniil Kvyat,26,RedBull,#1E41FF,Renault,8,F,9,69,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,1.0,1.0
3343,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,15,77,BOT,Valtteri Bottas,26,Williams,#192c4e,Mercedes,4,F,3,70,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,0.0,1.0
3344,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,28,98,MER,Roberto Merhi,26,ManorMarussia,#6E0000,Ferrari,16,DNF,18,57,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,0.0,1.0
3345,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,24,28,STE,Will Stevens,26,ManorMarussia,#6E0000,Ferrari,17,F,17,66,,2015-06-07,2015,"A3,A4,I,W",,70,70,4361,1.0,1.0
3346,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,1,44,HAM,Lewis Hamilton,45,Mercedes,#00D2BE,Mercedes,1,F,1,70,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,1.0,1.0
3347,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,2,3,RIC,Daniel Ricciardo,45,RedBull,#1E41FF,Renault,4,F,7,70,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,0.0,0.0
3348,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,3,6,ROS,Nico Rosberg,45,Mercedes,#00D2BE,Mercedes,2,F,5,70,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,1.0,0.0
3349,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,4,20,MAG,Kevin Magnussen,45,Renault,#FFF500,Renault,22,F,16,68,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,2.0,2.0
3350,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,5,14,ALO,Fernando Alonso,45,McLaren,#FF8700,Honda,10,F,11,69,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,1.0,2.0
3351,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,7,27,HUL,Nico Hulkenberg,45,ForceIndia,#F596C8,Mercedes,9,F,8,69,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,2.0,2.0
3352,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,8,26,KVY,Daniil Kvyat,45,RedBull,#1E41FF,Renault,15,F,12,69,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,1.0,5.0
3353,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,9,19,MAS,Felipe Massa,45,Williams,#192c4e,Mercedes,8,DNF,20,35,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,0.0,2.0
3354,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,10,22,BUT,Jenson Button,45,McLaren,#FF8700,Honda,12,DNF,22,9,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,1.0,5.0
3355,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,11,7,RAI,Kimi Raikkonen,45,Ferrari,#DC0000,Ferrari,6,F,6,70,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,1.0,2.0
3356,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,12,5,VET,Sebastian Vettel,45,Ferrari,#DC0000,Ferrari,3,F,2,70,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,2.0,1.0
3357,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,15,77,BOT,Valtteri Bottas,45,Williams,#192c4e,Mercedes,7,F,3,70,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,0.0,2.0
3358,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,16,11,PER,Sergio Perez,45,ForceIndia,#F596C8,Mercedes,11,F,10,69,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,0.0,0.0
3359,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,19,9,ERI,Marcus Ericsson,45,Sauber,#9B0000,Ferrari,21,F,15,68,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,1.0,3.0
3360,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,20,21,GUT,Esteban Gutierrez,45,HaasF1Team,#F0D787,Ferrari,13,F,13,68,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,1.0,3.0
3361,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,22,8,GRO,Romain Grosjean,45,HaasF1Team,#F0D787,Ferrari,14,F,14,68,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,0.0,3.0
3362,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,25,55,SAI,Carlos Sainz Jnr,45,ToroRosso,#469BFF,Ferrari,20,F,9,69,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,0.0,4.0
3363,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,26,12,NAS,Felipe Nasr,45,Sauber,#9B0000,Ferrari,18,F,18,68,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,2.0,2.0
3364,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,27,33,VER,Max Verstappen,45,ToroRosso,#469BFF,Ferrari,5,F,4,70,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,1.0,2.0
3365,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,30,30,PAL,Jolyon Palmer,45,Renault,#FFF500,Renault,16,DNF,21,16,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,2.0,2.0
3366,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,31,94,WEH,Pascal Wehrlein,45,ManorMarussia,#6E0000,Mercedes,17,F,17,68,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,3.0,2.0
3367,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,32,88,HAR,Rio Haryanto,45,ManorMarussia,#6E0000,Mercedes,19,F,19,68,,2016-06-12,2016,"A3,A4,A5,I,W",,70,70,4361,2.0,1.0
3368,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,1,44,HAM,Lewis Hamilton,66,Mercedes,#00D2BE,Mercedes,1,F,1,70,323.5,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,0.0,0.0
3369,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,2,3,RIC,Daniel Ricciardo,66,RedBull,#1E41FF,Renault,6,F,3,70,326.8,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,1.0,5.0
3370,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,4,20,MAG,Kevin Magnussen,66,HaasF1Team,#F0D787,Ferrari,18,F,12,69,333.7,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,1.0,4.0
3371,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,5,14,ALO,Fernando Alonso,66,McLaren,#FF8700,Honda,12,DNF,16,66,317.6,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,2.0,6.0
3372,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,7,27,HUL,Nico Hulkenberg,66,Renault,#FFF500,Renault,10,F,8,70,332.2,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,1.0,5.0
3373,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,8,26,KVY,Daniil Kvyat,66,ToroRosso,#469BFF,Renault,11,DNF,17,54,329.0,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,1.0,3.0
3374,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,9,19,MAS,Felipe Massa,66,Williams,#192c4e,Mercedes,7,DNF,19,0,,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,1.0,1.0
3375,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,11,7,RAI,Kimi Raikkonen,66,Ferrari,#DC0000,Ferrari,4,F,7,70,330.5,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,2.0,0.0
3376,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,12,5,VET,Sebastian Vettel,66,Ferrari,#DC0000,Ferrari,2,F,4,70,344.1,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,1.0,1.0
3377,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,15,77,BOT,Valtteri Bottas,66,Mercedes,#00D2BE,Mercedes,3,F,2,70,332.9,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,0.0,1.0
3378,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,16,11,PER,Sergio Perez,66,ForceIndia,#F596C8,Mercedes,8,F,5,70,334.0,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,0.0,1.0
3379,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,19,9,ERI,Marcus Ericsson,66,Sauber,#9B0000,Ferrari,19,F,13,69,325.3,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,3.0,2.0
3380,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,22,8,GRO,Romain Grosjean,66,HaasF1Team,#F0D787,Ferrari,14,F,10,69,332.9,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,1.0,2.0
3381,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,25,55,SAI,Carlos Sainz Jnr,66,ToroRosso,#469BFF,Renault,13,DNF,20,0,,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,4.0,4.0
3382,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,27,33,VER,Max Verstappen,66,RedBull,#1E41FF,Renault,5,DNF,18,10,310.6,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,3.0,4.0
3383,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,30,30,PAL,Jolyon Palmer,66,Renault,#FFF500,Renault,15,F,11,69,334.2,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,1.0,4.0
3384,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,33,2,VAN,Stoffel Vandoorne,66,McLaren,#FF8700,Honda,16,F,14,69,330.0,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,3.0,2.0
3385,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,34,31,OCO,Esteban Ocon,66,ForceIndia,#F596C8,Mercedes,9,F,6,70,342.6,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,1.0,0.0
3386,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,36,18,STR,Lance Stroll,66,Williams,#192c4e,Mercedes,17,F,9,69,340.6,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,2.0,2.0
3387,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,31,94,WEH,Pascal Wehrlein,66,Sauber,#9B0000,Ferrari,20,F,15,68,313.8,2017-06-11,2017,"A3,A4,A5,I,W",,70,70,4361,2.0,1.0
3388,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,1,44,HAM,Lewis Hamilton,86,Mercedes,#00D2BE,Mercedes,4,F,5,68,332.0,2018-06-10,2018,"A5,A6,A7,I,W",,68,70,4361,0.0,1.0
3389,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,2,3,RIC,Daniel Ricciardo,86,RedBull,#1E41FF,Renault,6,F,4,68,331.2,2018-06-10,2018,"A5,A6,A7,I,W",,68,70,4361,1.0,7.0
3390,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,4,20,MAG,Kevin Magnussen,86,HaasF1Team,#F0D787,Ferrari,11,F,13,67,325.2,2018-06-10,2018,"A5,A6,A7,I,W",,68,70,4361,0.0,2.0
3391,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,5,14,ALO,Fernando Alonso,86,McLaren,#FF8700,Renault,14,DNF,18,40,334.5,2018-06-10,2018,"A5,A6,A7,I,W",,68,70,4361,2.0,4.0
3392,temperatures reaching up to 29.6°c  (85.3°f)  wind speeds negligible dry   29.7°c,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,7,27,HUL,Nico Hulkenberg,86,Renault,#FFF500,Renault,7,F,7,67,333.2,2018-06-10,2018,"A5,A6,A7,I,W",,68,70,4361,4.0,3.0
